sample,feature,original_abundance,counterfactual_abundance,healthy_median_abundance,abs_dist_original_to_healthy,abs_dist_cf_to_healthy,moved_closer_to_healthy
sample_0,Enterococcus faecalis [1363],-2.8037769828246444,-2.803777,-0.616073586769917,2.1877033960547276,2.187703413230083,False
sample_0,Enterococcus faecium [1364],-2.1237455646503336,-2.1237457,-2.1237455646503336,0.0,1.3534966658568237e-07,False
sample_0,Lactococcus garvieae [1368],-0.23187796699546634,-0.23187797,-0.23187796699546634,0.0,3.0045336496531405e-09,False
sample_0,Lactococcus lactis [1369],-3.6091323843993615,-3.6091323,0.4072427431916734,4.016375127591035,4.016375043191673,True
sample_0,Lactococcus lactis [1370],-2.115764352168752,-0.2680928,-0.6539090143025634,1.4618553378661885,0.3858162143025634,True
sample_0,Streptococcus downei [1372],-0.7372952553552623,-0.73729527,-0.7372952553552623,0.0,1.4644737644786687e-08,False
sample_0,Streptococcus mutans [1373],-0.22166982200233862,-2.1638978,-2.1638977674940407,1.9422279454917022,3.2505959257633776e-08,True
sample_0,Streptococcus thermophilus [1375],0.9385054211427875,-6.327906,-0.38896140478787433,1.327466825930662,5.938944595212125,False
sample_0,Streptococcus vestibularis [1376],-4.21736910399803,-2.407528,-0.25662003031522745,3.960749073682803,2.1509079696847726,True
sample_0,Streptococcus salivarius [1377],-1.0636779846155582,-3.3048217,-0.7969271199651,0.26675086465045816,2.5078945800349004,False
sample_0,unnamed Streptococcus sp. C150 [1378],-0.26349034512686587,-2.8090553,-0.5537729966963962,0.29028265156953037,2.255282303303604,False
sample_0,Streptococcus gallolyticus [1379],-1.699751230446458,1.5534461,-1.699751230446458,0.0,3.253197330446458,False
sample_0,Streptococcus infantarius [1380],-0.7252662265950379,-0.7252662,-0.7252662265950379,0.0,2.659503794966156e-08,False
sample_0,Streptococcus equinus [1381],-0.6212734434691005,-0.62127346,-0.6212734434691005,0.0,1.6530899538125254e-08,False
sample_0,Streptococcus agalactiae [1388],-0.26751888471960733,-0.26751888,-0.26751888471960733,0.0,4.7196073160726826e-09,False
sample_0,Streptococcus anginosus [1393],-2.558106060726781,-2.458705,-0.4398913333882726,2.1182147273385086,2.0188136666117273,True
sample_0,Streptococcus anginosus [1394],-2.580828547179968,-3.1744795,0.351170407855527,2.931998955035495,3.525649907855527,False
sample_0,Streptococcus constellatus [1395],-2.0448172969292533,-2.0448172,0.21857358847751318,2.2633908854067664,2.263390788477513,True
sample_0,Streptococcus cristatus [1396],-1.550345430473087,-1.5503454,-0.19210465493114315,1.358240775541944,1.358240745068857,True
sample_0,Streptococcus sanguinis [1397],-0.5219679994436138,-0.4562634,-0.10912101475985575,0.4128469846837581,0.34714238524014424,True
sample_0,Streptococcus gordonii [1398],-1.067292876357021,-1.088717,0.07919532177620252,1.1464881981332236,1.1679123217762024,False
sample_0,unnamed Streptococcus sp. oral taxon 056 [1399],-0.8255316334833833,-0.82553166,-0.8255316334833833,0.0,2.6516616680183347e-08,False
