Species	SRR26276156	SRR26276159	SRR26276160	SRR26276161	SRR26276163	SRR26276165	SRR26276171	SRR26276180	SRR26276188	SRR26276189	SRR26276190	SRR26276191	SRR26276192	SRR26276193	SRR26276195	SRR26276196	SRR26276198	SRR26276199	SRR26276200	SRR26276201	SRR26276202	SRR26276203	SRR26276204	SRR26276206	SRR26276207	SRR26276208	SRR26276209	SRR26276210	SRR26276211	SRR26276212	SRR26276213	SRR26276214	SRR26276215	SRR26276218	SRR26276219	SRR26276220	SRR26276221	SRR26276222	SRR26276223	SRR26276224	SRR26276225	SRR26276226	SRR26276227	SRR26276229	SRR26276230	SRR26276231	SRR26276232	SRR26276233	SRR26276234	SRR26276235	SRR26276236	SRR26276237	SRR26276238	SRR26276240	SRR26276241	SRR26276242	SRR26276244	SRR26276271	SRR26276277	SRR26276282	SRR26276285	SRR26276286	SRR26276293	SRR26276295	SRR26276296	SRR26276297	SRR26276298	SRR26276299	SRR26276300	SRR26276302	SRR26276305	SRR26276309	SRR26276310	SRR26276317	SRR26276319	SRR26276331	SRR26276334	SRR26276343	SRR26276344	SRR26276348	SRR26276352	SRR26276355	SRR26276357	SRR26276358	SRR26276365	SRR26276366	SRR26276367	SRR26276368	SRR26276369	SRR26276371	SRR26276372	SRR26276373	SRR26276374	SRR26276375	SRR26276376	SRR26276377	SRR26276378	SRR26276379	SRR26276380	SRR26276382	SRR26276383	SRR26276384	SRR26276385	SRR26276386	SRR26276387	SRR26276388	SRR26276389	SRR26276390	SRR26276391	SRR26276393	SRR26276394	SRR26276395	SRR26276396	SRR26276397	SRR26276398	SRR26276399	SRR26276400	SRR26276401	SRR26276402	SRR26276404	SRR26276405	SRR26276406	SRR26276407	SRR26276408	SRR26276409	SRR26276411	SRR26276412	SRR26276413	SRR26276415	SRR26276416	SRR26276417	SRR26276418	SRR26276419	SRR26276420	SRR26276421	SRR26276422	SRR26276423	SRR26276424	SRR26276426	SRR26276427	SRR26276428	SRR26276429	SRR26276430	SRR26276431	SRR26276432	SRR26276433	SRR26276434	SRR26276435	SRR26276437	SRR26276438	SRR26276440	SRR26276441	SRR26276442	SRR26276443	SRR26276444	SRR26276445	SRR26276446	SRR26276447	SRR26276448	SRR26276449	SRR26276450	SRR26276451	SRR26276453	SRR26276454	SRR26276455	SRR26276456	SRR26276457	SRR26276458	SRR26276459	SRR26276460	SRR26276461	SRR26276462	SRR26276464	SRR26276465	SRR26276466	SRR26276467	SRR26276468	SRR26276469	SRR26276470	SRR26276471	SRR26276472	SRR26276473	SRR26276475	SRR26276476	SRR26276477	SRR26276478	SRR26276479	SRR26276480	SRR26276481	SRR26276482	SRR26276483	SRR26276484	SRR26276565	SRR26276566	SRR26276568	SRR26276569	SRR26276570	SRR26276571	SRR26276572	SRR26276573	SRR26276574	SRR26276575	SRR26276576	SRR26276577	SRR26276578	SRR26276579	SRR26276581	SRR26276582	SRR26276583	SRR26276585	SRR26276586	SRR26276588	SRR26276590	SRR26276591	SRR26276592	SRR26276593	SRR26276594	SRR26276595	SRR26276596	SRR26276597	SRR26276598	SRR26276600	SRR26276601	SRR26276602	SRR26276603	SRR26276604	SRR26276605	SRR26276606	SRR26276607	SRR26276608	SRR26276609	SRR26276616	SRR26276628	SRR26276634	SRR26276635	SRR26276636	SRR26276639	SRR26276640	SRR26276643	SRR26276646	SRR26276647	SRR26276648	SRR26276650	SRR26276651	SRR26276652
Roseburia_faecis	0.03999	1.11407	0	0	0.00181	0	0.38441	0.23847	0.7305	0	0	4.66932	0	0.13594	1.13091	0.18942	7.79869	0.00446	0.22303	1.24568	3.02763	0	1.00039	1.64704	3.8333	0.01698	3.51597	3.21741	3.31316	0.17669	0	0	0.10754	0.40096	2.34546	1.394	0.23184	0.325	0.1099	0.12448	0	0	0.15916	0.01403	0	2.00204	0.62879	0.17824	0	0.05966	0.04244	1.70733	2.55437	0.12565	0.19329	0	0.36499	0.53313	0	0	0	0.35857	0	0.2875	0	0.65428	0.12731	2.6755	0	0.50954	0.849	0.44246	1.26166	0	0	0	0	0.49758	0.8526	0.12807	0	0.77987	0.01369	1.10483	0.09816	0	0.32562	0.02975	4.68163	0.71098	0	2.43435	0.68586	0.12888	0.31381	0.66489	0.27446	0.35325	6.5e-4	3.16808	1.12208	11.50726	0.14758	0.37957	0	1.26151	0	0	0.76755	0.98221	0.18283	1.98052	0	0	1.08125	0	0.82765	2.58201	1.35759	0.97554	1.46245	0.77301	0	0.26986	0	0.05044	0.00731	0	0	0	0.10714	0.17695	0	1.45944	2.61762	0	0.02556	0	0.13649	0	0	0.05465	0.00626	0	0.00714	0.89104	0.3153	0.55115	5.42792	0.64909	0.55746	0.32345	0.466	0.22814	0	0.01627	3.2e-4	1.37715	0	0.01734	0	1.13615	0.89177	0.0235	0.12956	0	0	18.47589	0.17618	1.67415	0.25698	1.55959	3.28488	0.95276	0	0.22371	0	0.01475	0.766	0	0	1.89672	5.68758	0	7.3094	1.41324	0	0.94416	1.45246	1.82596	2.4038	13.46331	1.80546	0.16066	0.00862	1.29198	1.90177	0.15643	0.02663	0.19427	0.73951	15.02279	0.11792	0.0644	3.0377	0.54829	0.50664	0.06596	0.18523	1.22682	2.62444	0	0.00921	0.00221	0	4.84531	0	0	0	0	0.18735	0	0.37129	1.33837	1.97544	0	0	0.14928	0	0.09986	1.83166	0.69485	2.49943	1.13173	0	3.57377	5.55803	0.95944	0	1.57524	0	0	0	0	0.4967
Sutterella_wadsworthensis	0.08821999999999999	0.28231	0	0	0.03343	0	0.54651	0	0	0	1.32991	0	0	0	0	0	0.01673	0.38747	0	0	0.5147	0	0	0	0	0	0	1.217	0.76353	0	0	0	0	0	0	0	0	0.17258	0	0.21992	0	1.40348	0.82134	0.40719	0	1.00834	0	0.43293	0	0	0	0	0.36146	0	0.21381	0	1.44053	0	0	0	0	0.05806	0	0	0	0	1.42095	0	0.58786	0	0	0	0.94102	0	0	0	0	0.03698	0	0	0	0.33975	0.00691	0.72	0	0.74849	0	0.45729	0	0	0.83151	0	0	0	0.0326	1.71621	0	0	0	0	0.41889	0	0.72933	0	0	0	6.5e-4	0	0.50305	3.22865	1.48829	1.40678	0.97063	0	0.00339	0	0	0.59082	0	0.18601	0	0	0	0	0	2.05159	0.01892	3.05939	0	0.91645	0	0	0	0.42349	0	0	0	1.95805	0	0	0	0.01464	0	0	0	0	2.78188	0	0	1.55052	0	0.53463	0	0	0.05491	0.74801	0	0	0.27554999999999996	1.12474	0	2.4586	0	0.30217	0	0.7015	0	0	0	0	0	0	0	0	0	0.69591	0	0.14384	2.47673	0	0	0	0	0	0	0	0	1.7245	0.46819	0	0.46730000000000005	0	0	0	0.7265699999999999	0	0	0	1.54222	0	0	0	0.06906	0.11908	1.72878	0	0.3723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24046	0	0	0	1.06405	0	0	0	0.05799	0	0	0	1.3338	0	0	0	0	1.3516	0	0	0	0.38036	1.95791	0
Holdemanella_biformis	0.5861999999999999	0	0	0	0	0	2.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73474	0	0	0	0	0.31436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44351	0	0	0	0	0	0	0	0	0	0	0.92231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01926	0	0.15797	0	0	0	1.69917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01698	0.99789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brotolimicola_acetigignens	0.08912	0.17543	0	0	0	0	0.55281	0.06452	0.00471	0	0.83417	0.32321	0	0.13967	0	0	0	0.05216	0.01051	0.61244	0.08531	0.46556	0.30889	0.2941	0.0824	0.6361	0.05403	0.02858	0.52369	0.52594	0	0.20491	0.08937	0	0.45174	0.14652	0.07839	0.03799	0.03546	0.11523	0	0	0.00201	0	0	0.00345	0.02323	0.20617	0	0.06855	0.00674	0.0847	0.0119	0.01267	0	0	0.03215	0.09805	0	0	0	0.15059	0	1.15747	0	0.01038	0.00165	2.40555	0	0.11488	0.04291	0	2.08978	0	0	0	0.04669	0.05582	0.05873	0.23204	0	0.99386	0.01413	0.25623	0.05147	0.35538	0.26242	0.06449	0.16528	1.72217	0	0.98078	0.01075	0.00367	0.17407	4.5314	1.89314	2.2919	0.00391	0.46927	0.74078	0	0.09171	0.49999	0	0.15342	7.9e-4	0	0.07019	0.00776	0.07226	0.00567	0	0	0.52288	0.05037	0.34958	0.01892	4.39788	1.46118	2.19403	0.52483	0	0.17806	0	0.01421	0.00125	0	0.30806	0.12908	1.77496	0	0	0.15344	0	18.47089	0.00776	0	0.17127	0.06221	0	0.07315	0.49298	0.00322	0	0	0.18397	0.27346	0	2.1111	0	0.89734	1.80741	0.40439	2.6e-4	0.35279	0	0	0	0.05336	0	1.04967	1.8754	0.05585	0.01556	0	0	0.01842	0.17195	0.21912	0.03158	0	0.44856	0	0.38008	0.95564	0	0.0022	0	0	0	0.00582	0.07081	0.00453	18.56522	0.75372	0.00102	0.79784	0.00279	0.51035	1.48176	0	0.1564	1.67086	1.65438	0.13598	4.83469	0.29543	0.00119	0.07646	0.2394	0	0	0	0	0.1591	2.22525	0.0627	0.74782	0.24288	3.89058	0	0	0.17114	0	0.29722	0.05196	0	0.0061	7.25863	0.34207	0	3.23015	0.1451	0.34929	0	0	0.04694	0	0.22988	0.17339	0.11205	1.38658	0	0.24747	0.19596	0	0.48157	0.16632	2.7191	0.6889	1.65418	0	0.13385	0.7506
Pseudomonadota_SGB9333	0	0	0	0	0	0	0	0	0.17126	0	0	0.33278	5.1e-4	0	0	0	0	0	0.50943	0	0	0	0.26185	0	0	0	0	0	0.93041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99797	0	0	0	0	0	0	0	0	0	0.00414	0	0	0	0	0	0	0	0	2.16077	0	0.24846	2.13528	0	0	3.17342	0	0	0	0	0	0	0	0	0	0	0	0	5.21584	0	0	0	0	0	0	0	0	0.42686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48105	0	0	0	0	0	0	0	0	0	0	0	2.33693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21048	0	0	0	0	0	0	1.82847	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21241	0	3.77971	0	0	0	0	0	0	0	0	0	0	0	2.37312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter_saccharivorans	0.27372	0.23901	0	0	0.0555	0.08093	0.36449	0.16072	3.06164	0.26807	0.90101	1.52727	0.00304	0.07465	0.05763	0.29416	0	0	0.66395	1.94405	1.00163	0.27714	0.98486	0.18972	0.50961	0.10876	0.38559	1.15278	0.27591	0.12013	0	0.52623	0	0	0.43054	0	0.0025	0.08546	2.54317	1.77514	0	0	1.10594	0.06537	0	0.45748	3.86471	0.82293	0.5759	0.09035	0	0.79335	0.82586	0.24209	0.3463	0.01078	0.4262	0.40967	0.23016	0	0	0.29394	1.9326	0.37077	0.28287	0	0	0.3073	0.55	0.29481	0.23618	0	1.00011	0.77859	0.61092	0	1.07525	0.11803	0.95911	0.76008	0	0.18768	0.00322	2.87693	0.23362	0	0	0.1331	0.43216	0.05939	0	0.57466	0.78267	0.38572	1.16121	0.14402	2.24544	0.16784	0	0.23513	0	0.37291	0	4.20835	0	0.24373	0.13906	0	2.14009	0.42663	1.96148	0.01491	0.02259	0	0.03161	0.0211	0.08531	0.09475	0.10867	0.05255	0.57414	0.11673	0	0.06638	0	0.01863	0.12163	0	0	0.04727	0.08339	0.12858	0	0.1905	0	0	0.01718	0.05823	0.0459	0	0.053900000000000003	0.24236	0.22075	0	0.00494	0.00122	0.00525	1.08586	0.28066	0.09702	0	0.07302	0.06032	0	0	0	0	0	0	0.08308	0	0	0.06148	0.11025	1.87464	0	0	0.35172	0.36446	0.14053	0.59607	0	0.44588	0	1.12199	0	0	0.90863	1.6505	0	0	0.12601	1.42082	0.13279	0	0	0	0.18684	0.01088	1.83917	0.48899	0.44294	0.98058	0	1.31694	0.39172	0	0	0.18497	0.0782	0.1217	0.05275	0.19155	0.11321	0.56389	0.12132	0.04874	0.02387	0.03123	0.31969	0	0	0	0.27957	0.88671	0.92269	2.60928	0	2.90451	1.95675	0.82846	0	0.33447	0.4466	0.05376	0	0	0.70394	0	0.34285	0.15216	0.00283	0.92535	0	0.19098	0.23546	0	0.02196	0.48959	0.1678	0	0.18423	0.33121	0.26811	0.15855
Coprococcus_eutactus	0.70898	0.42097	0	0	0	0	3.7e-4	0	1.43687	0	0.63628	1.1259299999999999	0	0.35881	0	0	0	0.02306	0	0.41007	0	0.021949999999999997	0.25413	1.28108	0.99402	3.13921	0.89707	0	0	0	0	0	0	0	0.04615	0.08848	0	0	0	0	0	0	0	0	0	0	0	1.00535	0	0	0.3447	2.62287	0	0	0	0	0	0.30566	0	0	0	0.57495	0	0	0	0	0	0	0	0	1.10043	0	0.78557	2.6637399999999998	0	0.01351	0	0.0902	1.61045	1.03896	0	0.71265	0.02963	0.16057	0	0	0	0	0.00807	0	0	0	0	0.0955	0.17409	0	0	0	0	1.28743	0.75308	0	0	0	0	2.46035	0	0	0	0	0	0	0	0	1.65547	4.67101	0.26097000000000004	0	0	0.2237	0	1.03505	0	0	0	0	0.29516000000000003	0	0	0.33387	0	0	0	0.18815	0	1.39323	0	0	0.63661	0	0	0.47136	1.58696	0	0	0	0	2.67885	0	0.23191	0	0	1.74196	0.17213	0	0.00713	0	0	0	0	0	0	0	0.71808	1.96958	0	0	0	0	0	0.58296	0	1.77126	0	0	0	0	1.17814	0	0	0	0	0	0	0	0	0	0.06255	2.7531	3.39272	0	0	0	0	1.65698	0.06589	0	0	0	0	0	0.1619	0.71761	0.57899	0	2.22463	0.38923	0.74233	0	0	0	0	0	0	0	0	0	0	0	0	0.49599	0	3.08883	1.67792	0	0	0	0.51959	0	0	0.29311	0.04729	0	0	0	1.89954	0	0	0	1.63032	0	0	0	0	1.83112
Gemmiger_formicilis	0.40481	0.15769	0	0	0.19666	0	0	0	0	0	0.13609	1.18506	0	0.0016	0.64858	0.10155	0	0.02486	0.11467	0	0.031650000000000005	0.1044	1.1963599999999999	0.14311	0.67154	0.55828	0.50469	0.20565	0.21584	0.90048	0	0.11126	1.821	0	7.8e-4	0.17006	0	0.47839	0.22645	1.32331	0.78776	0	0.43372	0.17476	0	0.51119	0.6756	0.34978	0	0.07786	0.01629	0.55213	0.27022999999999997	0.4449	0.08897000000000001	0	0.47266	3.00091	0	0.01503	0	0	0	0	0	0	0	0.06423	0.81723	0.26233	0	0	0.14416	0.14974	0	0.07395	0	0.05685	0.08903	0.0938	0	0.28306	1.17751	0.27391	0	0	0.03134	0	0.08259	0.01458	0	0.72677	0.02245	0.5198699999999999	0.46728	0	1.08509	0.07333	0	0.16559000000000001	0.22360000000000002	0	0	0.5323	0	0.16391	0.0113	0	0.8034	0.45687	0	0	0	0	0.59863	0	0.0106	0.10881	0.07094	0.03926	0.86186	0.6035699999999999	0	0.04759	0	0.00292	0.55364	0.36297	1.17842	0.31787	1.67014	0	0	0.05537	0	0	0.12274	0	0.27633	0	0	0	0.32601	0	0.02668	0	0	0.36949	0	0.6814	0	0.9401499999999999	1.34622	0.22158	0	0.01412	0	0	0	0.06252	0	0	0.19543	0.31515	0.67811	0	0	2.9748200000000002	0.01176	0.05242	0.7791699999999999	0.19603	0.00123	0	0.21126	0.80533	0	0.89159	0	0	0	0.4663	0	0.37872	0	0	2.39555	0.76019	1.34887	1.06674	0.21829	0.03922	0	0.07229	1.26401	0.20637	0	0	1.45541	0.74338	0.09298000000000001	0.0033	0.06239	0.05877	0	0.17388	0.23744	0.20672	6.7e-4	0.00446	0	0	0.10577	0	0	0.86546	8.3e-4	0	0.78888	0	0.03969	0	0.34695	0	0.011179999999999999	0	0	0.06489	0	0.04476	0.40843	0.31244	0.13869	0	0.10166	1.75149	0	0	0	0	0.54844	1.94928	1.10099	0.9128	0.25284
Blautia_SGB101324	0	0	0	0	0	0	0	0	0.01893	0	0	0	0	0	0	0.13854	0	0	0.01017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01781	0	0	0	0.26956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_stercoris	0	0	0	0	0	0.11129	0	0	0	0	0.2144	0	0	0	0	0.08568	0	0	0.06244	0	0	0	0	0	0.01693	0	0	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09159	0	0	0	0	0.11927	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207	0	0	0	0	0	0	0	0.01538	0	0	0	0.00297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20435	0	0.10199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01878	0	0	0	0	0.02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02051	0	0	0	0	0	0	0	0	0.04052	0	0.05312	0
Ruminococcus_bromii	0.45315	1.53636	0	0	5.43089	0.51739	0.82367	1.90552	2.32195	1.14203	0.68262	4.32795	0.45464000000000004	1.08943	0.35613	0.16907	0	0	5.61354	0.13677	0.91096	0	1.91742	0.09684	0.68317	0	0.27477	0	3.76678	2.49337	0.96202	0.51787	10.3174	0	0.7619	1.37364	0.24026	1.93046	0	1.81977	1.57827	0	0	7.50022	1.5013	0.13758	0.92923	0.54411	0	10.43794	0.28939	1.56268	0.39754	8.52162	6.39381	0	1.9337	1.4165	1.53358	3.17191	0	0.0013	0	0	1.33234	0.62593	1.10648	2.70061	1.73204	0	0.52435	1.39746	3.76194	1.2063	4.07052	3.00379	2.76821	2.59052	0.67438	0.32849	0	11.14511	0.02028	0.69723	2.98474	14.13567	1.18928	1.71513	1.55833	0	0.46453	3.1155700000000004	2.17068	9.92334	0.33014	0.21451	2.58931	2.77981	2.06796	0.13512	0.09755	0	0.24836	0.40519	4.87554	1.1342	4.26146	0.01045	2.59386	0.09358	4.49675	0	1.89964	0	0.35721	2.2069	0.81662	1.49521	0.69147	0.25257	0.02611	0	0	0	0.05214	0.38062	1.43726	0	0.55902	0.3748	0.19039	5.92019	0	0.97044	1.71188	1.08188	0.04818	0.73098	0.06469	0	0	0	0.64208	3.81369	0.76185	0.41041	0	2.62488	3.80108	0.54126	1.59883	0.14509	0.58903	1.36784	4.1645	0	0	0	0	0.1938	2.50674	0.50196	4.34045	0.43627	3.73393	5.74337	0	4.99616	5.39444	1.80289	4.40663	1.10019	0	1.53539	8.9601	7.27451	0	0.75678	0	0	0	2.98975	3.93602	0.72537	0	4.45005	0	0.8574	2.70223	4.49586	0.11173	2.36867	1.50879	0.55696	0.48409	4.19805	0.43688	3.84804	5.11904	0.41152	0.42424	2.97148	0.36438	8.23452	0.50249	4.75519	0.55367	1.27892	0.17996	0	0	0	0.62391	1.76161	0.94722	0.42382	0	0	1.13263	0.19885	0.6282599999999999	0	0.11077	1.2724	0	0	0	1.5331700000000001	1.05192	0.92531	2.80656	2.89844	0.69087	0.59559	0	0.84132	13.42949	1.06137	3.62819	1.64576	0	0.23211	1.21553	1.75026	5.6074399999999995
Agathobaculum_butyriciproducens	0.09285	0.06505	0	0	0.00517	0	0.03076	0.108	0.24113	0.04858	0.08003	0.47643	0	0.10095	0.03333	0.09504	0	0.03124	0.35117	0.00161	0.01689	0.10085	0.07745	0.0107	0.05837	0.01099	0.20357	0.04176	0.14561	0.02347	0	0.05328	0.27445	0	0.31846	0.06075	0	0.16129	0.09037	0.14548	0.15722	0.01055	0	0.06884	0.17209	0.00605	0.03661	0.15174	0	0.16325	0.07243	0.0237	0.05281	6.3e-4	0	0	0	0.15781	0	0	0	0.05578	0.38963	0.08325	0	0	0	0.16164	0	0.43888	0.10827	0.2929	0.11701	0	0.1585	0	0.03619	0.30607	0.037059999999999996	0.05119	0	0.0232	0.5559000000000001	0.04781	0.11312	0.11234	0.18889	0.04915	0.24229	0.0686	0	0.21899	0.53982	0.08348	0.16006	0.04015	0.35358	0.13877	0.00524	0.06676	0.06853000000000001	0	0	0	0	0.01688	0.02112	0	0.13141	0	0.08513	0.13068	0.24437	0	0.04345	0.01827	0.15223	0.03134	0.04324	0.03333	0.75288	0.11039	0	0.01897	0	0.05756	0.03626	0	0	0.20843	0.18087999999999999	0.11531	0	0.1159	0	0.09031	0	0	0.13166999999999998	0.22574	0.05541	0.02322	0.02935	0	0.02455	0.02126	0.08629	0.31077	0	0.17976	0	0.59494	0.15537	0.039720000000000005	0.02915	0	0	0	0	0.04881	0	0.08604	0.39241	0.02288	0.30588	0.09896	0	0.28865	0	0	0.00507	0	0.07125	0	0.17211	0	0	0.09826	0	0	0	0.06147	0.17514	0.22912	0	0.02948	0.09949	0.07533	0.01711	0.04176	0.48783	0	0.03072	0.25	0.06647	0.12893	0	0.14017	0.03272	0.05097	0	0.57704	0.00862	0	0.42411	0.25511	0	0.09813	0.09639	0.29894	0.08002	0	0	0.10927	0	0.01456	0	0.02237	0.06908	0.23716	0.00287	0	0.06084	0.09442	0.20391	0	0	0.01537	0	0.03268	0.03817	0.14628	0.0221	0.05377	0.10339	0.08347	0.15417	0.07864	0.0816	0.31773	0.10202	0.14078	0.0833	0.32354	0.15061
Alistipes_putredinis	0.31435	1.40856	0	0	9.25895	1.59294	0.03762	0.9307	0	2.35916	2.37801	1.83193	1.70556	1.75034	0.51668	1.51104	0	0	4.09684	0	0	1.68004	2.02373	0.8719	1.43899	2.01202	0.00635	0.04249	2.27562	0.01685	5.08984	3.13632	0.62954	0	4.06506	1.64179	0.29733	0.05508	0	0	0.0323	0.00871	3.67493	2.97294	0.06893	3.70084	0.0178	2.03726	0	0.03363	1.93375	0	2.50316	4.01475	0	0.001	9.22399	1.62604	0	2.44699	0	3.0831	2.92663	0	3.54327	0.76446	9.02639	1.25407	1.8431	8.317	0.90316	0	0.01366	0.44267	2.92178	0.78677	0	0.06851	1.76093	2.81455	0	3.17204	0.07873	1.25662	4.12115	2.37651	1.8608	2.1166	0	5.28121	3.7164	0.00862	0.97986	2.52242	2.64724	0	0.05859	2.55954	0.43	0.29353	0.2178	0	0	0	3.62554	3.32636	0.52309	1.32795	1.3787	0	5.2459	0	0.01134	0	0.00649	0.03136	3.57386	1.55904	2.31195	0.21641	0	0.06656	1.58595	0.18699	0.03789	5.16183	0.007	3.44144	4.7399	0.00665	5.50549	7.99389	0	7.96582	4.88562	0	0.03975	0	0.13427	0.03019	4.15857	0.01375	0.80281	0	7.24726	4.10216	3.72533	1.08493	0.007	0.07108	0	3.92672	7.28112	0.1694	0.00798	0.50842	0	0	3.08085	0.87486	0	0.4294	3.66846	0.49411	0	2.64143	0	0	0	0.01994	2.64691	0.03722	0	0.03234	0	4.73016	0	0.04061	0	0	0	1.04015	0.01952	0.01165	3.82865	0	3.50812	5.67133	1.79593	0	0	0	7.56993	0	2.67993	1.89224	3.3824	2.0266	0	0	0.1343	0	0.23102	5.37219	0.26583	0.155	3.55032	2.18853	2.75343	0	4.33895	0	0.05629	0	0.02531	0	0	3.04755	1.27492	0	4.28365	0.04426	0.03121	3.75152	1.11668	5.56789	0	1.85569	0.02402	0.45253	1.31975	3.00384	0.04011	3.64408	3.41795	0.01767	0	0	2	1.55663	0	5.50834	0.02178	4.44122	0
Phascolarctobacterium_sp_ET69	0	1.98726	0	0	0	0	0.13767	0	0	0	0	0	0	0	0	0	0	0	0.29501	1.26794	0	0	0	1.35091	0	0	0	0	2.29045	0	0	0	0	0	0	0.66143	1.73373	0	0	0	0	0	0	0	0	0.43457	0	1.88741	0.00715	0	1.05558	0	1.92046	0	0	0	0	0	0	0	0.25937	0	0	2.30222	0	0	0	0	0	0	0	0	0	1.38363	0	0.03077	0	0.30942	0	0	0	0.63335	0.00501	0	0	0	1.2858	0	1.60179	0	0.15853	0	1.63165	0	1.45105	0	0	0	0.0014	0.84628	0	0	0	0	0	0	0.18464	0	0	0	0	0	0	0	0	0	0.05834	0	1.29653	0.12501	0	3.36272	0.70453	0	0	0	0.38895	0	0	0	0	0	0	0	0	0	0	1.93919	0.0827	0	0	0	0	0.50381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35127	0	0	0	0	0.6901	0	0	0	1.288	0	1.2551	1.17409	0	1.04837	0	0	0	0	0	1.99089	0	0	0	0	0	0	0.12622	0	0	0	1.34429	0	0.87914	1.59134	1.4149	0	0	0	3.07532	0	0	0	0	0	0	0	1.25371	0	1.96876	0.23955	0	0.10115	0	1.69466	0	0	0	0	1.75654	0	0	0	0	0.50211	0	0	0	0.37148	0.06365	0	0	0	0	0	0	0	0	0	0	0	1.80334	0	0
